lead_id,domain,company_name,source,source_url,date_sourced,contact_name,contact_title,contact_linkedin,contact_email,email_confidence,industry,employee_count,employee_range,hq_country,hq_city,geo_tier,funding_stage,last_funding_date,total_funding_usd,arr_estimate_usd,company_linkedin,company_description,uses_llm_in_prod,tech_stack_raw,has_kubernetes,has_ray_or_wandb,has_snowflake,github_org_url,github_ai_repo_count,github_stars_top_repo,is_hiring_ml_eng,linkedin_post_30d,linkedin_post_topic,news_signal,score_total,score_tier,disqualified,disqualify_reason,outreach_email_v1,outreach_linkedin_v1,ab_variant,notes
,verkada.com,Verkada,builtwith,https://builtwith.com/verkada.com,2026-04-18,Brandon Davito,VP Engineering,https://linkedin.com/in/brandondavito,,0.0,Cybersec,2000,1001-5000,US,San Mateo,US,Series D,2022-01-11,417000000,>$100M,https://linkedin.com/company/verkada,Verkada is a cloud-based enterprise security platform using ML for video intelligence.,TRUE,Kubernetes;AWS;GCP;Snowflake;Kafka;Redis,TRUE,FALSE,TRUE,https://github.com/verkada,3,850,,,,,,FALSE,,,,
,brainware.io,Writer,builtwith,https://builtwith.com/writer.com,2026-04-18,Waseem Alshikh,CTO,https://linkedin.com/in/waseemkhalid,,0.0,SaaS,500,201-500,US,San Francisco,US,Series C,2024-09-05,200000000,>$50M,https://linkedin.com/company/writer-ai,Writer is an enterprise generative AI platform for business content and workflows.,TRUE,Kubernetes;GCP;AWS;vLLM;Triton;OpenAI,TRUE,TRUE,FALSE,https://github.com/writer-research,5,1200,,,,,,FALSE,,,,
,typeface.ai,Typeface,builtwith,https://builtwith.com/typeface.ai,2026-04-18,Abhay Parasnis,CTO,https://linkedin.com/in/abhayparasnis,,0.0,SaaS,300,201-500,US,San Francisco,US,Series B,2023-05-31,100000000,>$20M,https://linkedin.com/company/typeface-ai,Typeface is an enterprise AI content generation platform for brand-safe content.,TRUE,Kubernetes;GCP;AWS;OpenAI;Pinecone,TRUE,FALSE,FALSE,https://github.com/typeface-ai,2,400,,,,,,FALSE,,,,
,jasper.ai,Jasper,builtwith,https://builtwith.com/jasper.ai,2026-04-18,Chris Hull,CTO,https://linkedin.com/in/chrishull,,0.0,SaaS,500,201-500,US,Austin,US,Series A,2022-10-18,131000000,>$50M,https://linkedin.com/company/jasperai,Jasper is an AI content creation platform for marketing teams.,TRUE,Kubernetes;AWS;OpenAI;Anthropic;Redis,TRUE,FALSE,FALSE,https://github.com/jasper-ai,1,300,,,,,,FALSE,,,,
,copy.ai,Copy.ai,builtwith,https://builtwith.com/copy.ai,2026-04-18,Paul Yacoubian,CTO,https://linkedin.com/in/paulyacoubian,,0.0,SaaS,200,201-500,US,Memphis,US,Series B,2022-12-02,14000000,>$10M,https://linkedin.com/company/copy-ai,Copy.ai is an AI-powered go-to-market platform for sales and marketing workflows.,TRUE,Kubernetes;AWS;OpenAI;Pinecone,TRUE,FALSE,FALSE,https://github.com/copy-ai,1,200,,,,,,FALSE,,,,
,moveworks.com,Moveworks,builtwith,https://builtwith.com/moveworks.com,2026-04-18,Vaibhav Nivargi,CTO,https://linkedin.com/in/vaibhavnivargi,,0.0,SaaS,700,501-1000,US,Mountain View,US,Series C,2022-06-30,305000000,>$50M,https://linkedin.com/company/moveworks,Moveworks is an AI employee support platform using LLMs to resolve IT and HR requests.,TRUE,Kubernetes;AWS;GCP;Ray;Pinecone;Snowflake,TRUE,TRUE,TRUE,https://github.com/moveworks,4,900,,,,,,FALSE,,,,
,forethought.ai,Forethought,builtwith,https://builtwith.com/forethought.ai,2026-04-18,Deon Nicholas,CTO,https://linkedin.com/in/deonnicholas,,0.0,SaaS,300,201-500,US,San Francisco,US,Series C,2023-02-08,65000000,>$20M,https://linkedin.com/company/forethought,Forethought builds AI-powered customer support tools using generative AI.,TRUE,Kubernetes;GCP;OpenAI;Pinecone;Snowflake,TRUE,FALSE,TRUE,https://github.com/forethought-ai,2,450,,,,,,FALSE,,,,
,cresta.com,Cresta,builtwith,https://builtwith.com/cresta.com,2026-04-18,Tim Shi,CTO,https://linkedin.com/in/timshi,,0.0,SaaS,400,201-500,US,San Francisco,US,Series C,2022-08-23,151000000,>$50M,https://linkedin.com/company/cresta,Cresta uses AI to provide real-time guidance and automation for contact center agents.,TRUE,Kubernetes;GCP;AWS;Ray;Pinecone,TRUE,TRUE,FALSE,https://github.com/cresta,3,700,,,,,,FALSE,,,,
,kore.ai,Kore.ai,builtwith,https://builtwith.com/kore.ai,2026-04-18,Raj Koneru,CTO,https://linkedin.com/in/rajkoneru,,0.0,SaaS,1000,1001-5000,US,Orlando,US,Series D,2022-09-28,150000000,>$50M,https://linkedin.com/company/kore-ai,Kore.ai is an enterprise conversational AI platform for virtual assistants and agents.,TRUE,Kubernetes;AWS;GCP;OpenAI;Snowflake,TRUE,FALSE,TRUE,https://github.com/koredotai,5,600,,,,,,FALSE,,,,
,unstructured.io,Unstructured,builtwith,https://builtwith.com/unstructured.io,2026-04-18,Brian Raymond,CTO,https://linkedin.com/in/brianraymond,,0.0,Other,300,201-500,US,Sacramento,US,Series B,2024-02-20,65000000,>$20M,https://linkedin.com/company/unstructured-io,Unstructured provides data preprocessing infrastructure for RAG and LLM pipelines.,TRUE,Kubernetes;AWS;GCP;OpenAI;Anthropic;Pinecone,TRUE,FALSE,FALSE,https://github.com/Unstructured-IO,8,12000,,,,,,FALSE,,,,
,gretel.ai,Gretel.ai,builtwith,https://builtwith.com/gretel.ai,2026-04-18,Ali Golshan,CTO,https://linkedin.com/in/aligolshan,,0.0,Other,200,201-500,US,San Diego,US,Series B,2022-08-18,52000000,>$10M,https://linkedin.com/company/gretel-ai,Gretel.ai provides synthetic data generation for privacy-safe AI training.,TRUE,Kubernetes;GCP;AWS;Ray;Snowflake,TRUE,TRUE,TRUE,https://github.com/gretelai,6,2200,,,,,,FALSE,,,,
,snorkel.ai,Snorkel AI,builtwith,https://builtwith.com/snorkel.ai,2026-04-18,Braden Hancock,CTO,https://linkedin.com/in/bradenhancock,,0.0,Other,300,201-500,US,Redwood City,US,Series C,2022-10-19,135000000,>$50M,https://linkedin.com/company/snorkel-ai,Snorkel AI helps enterprises build and refine training data for production ML.,TRUE,Kubernetes;AWS;GCP;Ray;Snowflake;Databricks,TRUE,TRUE,TRUE,https://github.com/snorkel-team,7,3400,,,,,,FALSE,,,,
,arize.ai,Arize AI,builtwith,https://builtwith.com/arize.ai,2026-04-18,Jason Lopatecki,CTO,https://linkedin.com/in/jasonlopatecki,,0.0,Other,300,201-500,US,Oakland,US,Series B,2022-12-07,38000000,>$10M,https://linkedin.com/company/arize-ai,Arize AI is an ML observability platform for monitoring model performance in production.,TRUE,Kubernetes;GCP;AWS;Snowflake;dbt,TRUE,FALSE,TRUE,https://github.com/Arize-ai,5,1800,,,,,,FALSE,,,,
,whylabs.ai,WhyLabs,builtwith,https://builtwith.com/whylabs.ai,2026-04-18,Alessya Visnjic,CTO,https://linkedin.com/in/alessyavisnjic,,0.0,Other,200,201-500,US,Seattle,US,Series A,2022-02-09,10000000,>$10M,https://linkedin.com/company/whylabs,WhyLabs is an AI observability platform for monitoring ML models and data pipelines.,TRUE,Kubernetes;AWS;GCP;Ray;dbt,TRUE,TRUE,FALSE,https://github.com/whylabs,4,2100,,,,,,FALSE,,,,
,evidently.ai,Evidently AI,builtwith,https://builtwith.com/evidentlyai.com,2026-04-18,Emeli Dral,CTO,https://linkedin.com/in/emelidral,,0.0,Other,200,201-500,DE,Berlin,EU_UK,Series A,2023-03-14,5000000,>$5M,https://linkedin.com/company/evidentlyai,Evidently AI is an open-source ML monitoring and testing library for production ML.,TRUE,Kubernetes;GCP;AWS,TRUE,FALSE,FALSE,https://github.com/evidentlyai,3,4700,,,,,,FALSE,,,,
,superwise.ai,Superwise,builtwith,https://builtwith.com/superwise.ai,2026-04-18,Ori Cohen,CTO,https://linkedin.com/in/oricohen,,0.0,Other,200,201-500,IL,Tel Aviv,EU_UK,Series B,2022-04-05,18000000,>$10M,https://linkedin.com/company/superwise,Superwise is an enterprise ML monitoring platform for detecting model drift.,TRUE,Kubernetes;AWS;GCP;Snowflake,TRUE,FALSE,TRUE,https://github.com/superwise-ai,2,320,,,,,,FALSE,,,,
,fiddler.ai,Fiddler AI,builtwith,https://builtwith.com/fiddler.ai,2026-04-18,Krishna Gade,CTO,https://linkedin.com/in/krishnagade,,0.0,Other,300,201-500,US,Palo Alto,US,Series B,2022-03-16,46000000,>$20M,https://linkedin.com/company/fiddler-ai,Fiddler AI is an enterprise model performance management platform.,TRUE,Kubernetes;AWS;GCP;Snowflake;dbt,TRUE,FALSE,TRUE,https://github.com/fiddler-labs,3,560,,,,,,FALSE,,,,
,aporia.com,Aporia,builtwith,https://builtwith.com/aporia.com,2026-04-18,Liran Hason,CTO,https://linkedin.com/in/liranhason,,0.0,Other,200,201-500,US,Tel Aviv,EU_UK,Series A,2022-01-19,30000000,>$10M,https://linkedin.com/company/aporia,Aporia provides real-time guardrails and observability for LLM applications.,TRUE,Kubernetes;AWS;GCP;OpenAI,TRUE,FALSE,FALSE,https://github.com/aporia-ai,2,280,,,,,,FALSE,,,,
,lightly.ai,Lightly,builtwith,https://builtwith.com/lightly.ai,2026-04-18,Igor Susmelj,CTO,https://linkedin.com/in/igorsusmelj,,0.0,Other,200,201-500,CH,Zurich,EU_UK,Series A,2022-06-07,13000000,>$5M,https://linkedin.com/company/lightly-ai,Lightly is a self-supervised learning platform for curating computer vision training data.,TRUE,Kubernetes;AWS;GCP;Ray,TRUE,TRUE,FALSE,https://github.com/lightly-ai,4,1900,,,,,,FALSE,,,,
,deciio.ai,Deci,builtwith,https://builtwith.com/deci.ai,2026-04-18,Yonatan Geifman,CTO,https://linkedin.com/in/yonatangeifman,,0.0,Other,300,201-500,US,Tel Aviv,EU_UK,Series B,2022-06-29,55000000,>$20M,https://linkedin.com/company/deci-ai,Deci builds deep learning optimization tools for faster and cheaper inference.,TRUE,Kubernetes;AWS;GCP;Triton;Ray,TRUE,TRUE,FALSE,https://github.com/Deci-AI,5,2800,,,,,,FALSE,,,,
,octoml.com,OctoAI,builtwith,https://builtwith.com/octoai.cloud,2026-04-18,Luis Ceze,CTO,https://linkedin.com/in/luisceze,,0.0,Other,300,201-500,US,Seattle,US,Series B,2022-09-21,132000000,>$30M,https://linkedin.com/company/octoml,OctoAI is a compute service for running and customizing AI models at optimal cost.,TRUE,Kubernetes;AWS;GCP;vLLM;Triton;Ray,TRUE,TRUE,FALSE,https://github.com/octoml,6,1500,,,,,,FALSE,,,,
,modular.com,Modular,builtwith,https://builtwith.com/modular.com,2026-04-18,Tim Davis,VP Engineering,https://linkedin.com/in/timdavis,,0.0,Other,400,201-500,US,Santa Clara,US,Series B,2023-08-24,100000000,>$30M,https://linkedin.com/company/modular,Modular builds next-generation AI infrastructure and a unified compute platform.,TRUE,Kubernetes;GCP;AWS;Triton,TRUE,FALSE,FALSE,https://github.com/modularml,7,18000,,,,,,FALSE,,,,
