lead_id,domain,company_name,source,source_url,date_sourced,contact_name,contact_title,contact_linkedin,contact_email,email_confidence,industry,employee_count,employee_range,hq_country,hq_city,geo_tier,funding_stage,last_funding_date,total_funding_usd,arr_estimate_usd,company_linkedin,company_description,uses_llm_in_prod,tech_stack_raw,has_kubernetes,has_ray_or_wandb,has_snowflake,github_org_url,github_ai_repo_count,github_stars_top_repo,is_hiring_ml_eng,linkedin_post_30d,linkedin_post_topic,news_signal,score_total,score_tier,disqualified,disqualify_reason,outreach_email_v1,outreach_linkedin_v1,ab_variant,notes
a1c2e3f4-b5d6-4a7b-8c9d-0e1f2a3b4c5d,mistral.ai,Mistral AI,apollo,https://app.apollo.io/#/companies/mistral-ai,2026-04-18,Guillaume Lample,CTO,https://linkedin.com/in/guillaume-lample,,0.0,Other,600,501-1000,FR,Paris,EU_UK,Series B,2024-06-11,1100000000,>$100M,https://linkedin.com/company/mistral-ai,Mistral AI builds and serves open-weight and commercial LLMs for enterprise inference.,TRUE,Kubernetes;GCP;AWS;vLLM;Ray;Triton;Pinecone,TRUE,TRUE,FALSE,https://github.com/mistralai,,,,,,,,FALSE,,,,
b2d3f4a5-c6e7-4b8c-9d0e-1f2a3b4c5d6e,perplexity.ai,Perplexity AI,apollo,https://app.apollo.io/#/companies/perplexity-ai,2026-04-18,Denis Yarats,CTO,https://linkedin.com/in/denisyarats,,0.0,Other,200,201-500,US,San Francisco,US,Series C,2024-04-23,250000000,>$50M,https://linkedin.com/company/perplexity-ai,Perplexity AI is an LLM-powered answer engine serving real-time search at scale.,TRUE,Kubernetes;AWS;GCP;vLLM;Ray;Triton,TRUE,TRUE,FALSE,https://github.com/perplexity-ai,,,,,,,,FALSE,,,,
c3e4f5b6-d7a8-4c9d-0e1f-2a3b4c5d6e7f,together.ai,Together AI,apollo,https://app.apollo.io/#/companies/together-ai,2026-04-18,Vipul Ved Prakash,CTO,https://linkedin.com/in/vipulvp,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2023-11-29,102000000,>$20M,https://linkedin.com/company/together-ai,Together AI provides fast open-source model inference APIs for developers.,TRUE,Kubernetes;AWS;GCP;Ray;vLLM;Triton,TRUE,TRUE,FALSE,https://github.com/togethercomputer,,,,,,,,TRUE,competitor,,,
d4f5a6c7-e8b9-4d0e-1f2a-3b4c5d6e7f8a,modal.com,Modal,apollo,https://app.apollo.io/#/companies/modal,2026-04-18,Erik Bernhardsson,CTO,https://linkedin.com/in/erikbernhardsson,,0.0,Other,200,201-500,US,New York,US,Series A,2023-06-08,30000000,>$10M,https://linkedin.com/company/modal-labs,Modal is a serverless GPU cloud for running ML workloads.,TRUE,Kubernetes;GCP;AWS;Ray,TRUE,TRUE,FALSE,https://github.com/modal-labs,,,,,,,,TRUE,competitor,,,
e5a6b7d8-f9c0-4e1f-2a3b-4c5d6e7f8a9b,coreweave.com,CoreWeave,apollo,https://app.apollo.io/#/companies/coreweave,2026-04-18,Brian Venturo,CTO,https://linkedin.com/in/brianventuro,,0.0,Other,1000,1001-5000,US,Roseland,US,Series C,2023-05-25,2300000000,>$100M,https://linkedin.com/company/coreweave,CoreWeave is a GPU cloud provider for AI and ML inference workloads.,TRUE,Kubernetes;GCP;AWS;Ray;vLLM;Triton,TRUE,TRUE,FALSE,https://github.com/coreweave,,,,,,,,FALSE,,,,
f6b7c8e9-a0d1-4f2a-3b4c-5d6e7f8a9b0c,comet.ml,Comet,apollo,https://app.apollo.io/#/companies/comet,2026-04-18,Gideon Mendels,CTO,https://linkedin.com/in/gideonmendels,,0.0,Other,300,201-500,US,New York,US,Series B,2022-04-12,57000000,>$20M,https://linkedin.com/company/comet-ml,Comet is an MLOps platform for experiment tracking model management and production monitoring.,TRUE,Kubernetes;AWS;GCP;Ray;Snowflake;Databricks,TRUE,TRUE,TRUE,https://github.com/comet-ml,,,,,,,,FALSE,,,,
a7c8d9f0-b1e2-4a3b-4c5d-6e7f8a9b0c1d,adept.ai,Adept AI,apollo,https://app.apollo.io/#/companies/adept-ai,2026-04-18,David Luan,CTO,https://linkedin.com/in/davidluan,,0.0,Other,200,201-500,US,San Francisco,US,Series B,2023-03-14,350000000,>$50M,https://linkedin.com/company/adept-ai-labs,Adept is building AI agents that take actions in software using multimodal LLMs.,TRUE,Kubernetes;GCP;AWS;Ray;vLLM,TRUE,TRUE,FALSE,https://github.com/adept-ai-labs,,,,,,,,FALSE,,,,
b8d9e0a1-c2f3-4b4c-5d6e-7f8a9b0c1d2e,anyscale.com,Anyscale,apollo,https://app.apollo.io/#/companies/anyscale,2026-04-18,Ion Stoica,CTO,https://linkedin.com/in/ion-stoica,,0.0,Other,300,201-500,US,San Francisco,US,Series C,2023-08-08,100000000,>$50M,https://linkedin.com/company/anyscale,Anyscale is the company behind Ray Framework for distributed ML workloads.,TRUE,Kubernetes;AWS;GCP;Ray;vLLM,TRUE,TRUE,FALSE,https://github.com/ray-project,,,,,,,,TRUE,competitor,,,
c9e0f1b2-d3a4-4c5d-6e7f-8a9b0c1d2e3f,neon.tech,Neon,apollo,https://app.apollo.io/#/companies/neon,2026-04-18,Nikita Shamgunov,CTO,https://linkedin.com/in/nikita-shamgunov,,0.0,Other,200,201-500,US,Menlo Park,US,Series B,2023-07-26,46000000,>$10M,https://linkedin.com/company/neon-serverless,Neon is a serverless Postgres platform built for AI-native applications.,TRUE,Kubernetes;AWS;GCP;OpenAI,TRUE,FALSE,FALSE,https://github.com/neondatabase,,,,,,,,FALSE,,,,
d0f1a2c3-e4b5-4d6e-7f8a-9b0c1d2e3f4a,qdrant.tech,Qdrant,apollo,https://app.apollo.io/#/companies/qdrant,2026-04-18,Andrey Vasnetsov,CTO,https://linkedin.com/in/andreyvsntsv,,0.0,Other,200,201-500,DE,Berlin,EU_UK,Series A,2024-03-26,35000000,>$10M,https://linkedin.com/company/qdrant,Qdrant is an open-source vector database for high-performance AI applications.,TRUE,Kubernetes;AWS;GCP;Ray;Redis,TRUE,TRUE,FALSE,https://github.com/qdrant,,,,,,,,FALSE,,,,
e1a2b3d4-f5c6-4e7f-8a9b-0c1d2e3f4a5b,dust.tt,Dust,apollo,https://app.apollo.io/#/companies/dust,2026-04-18,Gabriel Hubert,CTO,https://linkedin.com/in/gabriel-hubert,,0.0,Other,200,201-500,FR,Paris,EU_UK,Series A,2024-01-15,16000000,>$10M,https://linkedin.com/company/dust-tt,Dust is a platform for building custom AI assistants and agents for enterprise teams.,TRUE,Kubernetes;GCP;OpenAI;Anthropic;Pinecone,TRUE,FALSE,FALSE,https://github.com/dust-tt,,,,,,,,FALSE,,,,
f2b3c4e5-a6d7-4f8a-9b0c-1d2e3f4a5b6c,vectara.com,Vectara,apollo,https://app.apollo.io/#/companies/vectara,2026-04-18,Amin Ahmad,CTO,https://linkedin.com/in/aminahmad,,0.0,Other,200,201-500,US,Palo Alto,US,Series A,2023-07-25,28000000,>$10M,https://linkedin.com/company/vectara,Vectara is an LLM-powered search and RAG platform for enterprise applications.,TRUE,Kubernetes;AWS;GCP;Pinecone;OpenAI,TRUE,FALSE,FALSE,https://github.com/vectara,,,,,,,,FALSE,,,,
a3c4d5f6-b7e8-4a9b-0c1d-2e3f4a5b6c7d,replit.com,Replit,apollo,https://app.apollo.io/#/companies/replit,2026-04-18,Amjad Masad,CTO,https://linkedin.com/in/amjadmasad,,0.0,Other,400,201-500,US,San Francisco,US,Series B,2023-04-25,97000000,>$50M,https://linkedin.com/company/replit,Replit is a cloud development environment with AI coding assistants at its core.,TRUE,Kubernetes;GCP;AWS;OpenAI;Anthropic;Ray,TRUE,TRUE,FALSE,https://github.com/replit,,,,,,,,FALSE,,,,
b4d5e6a7-c8f9-4b0c-1d2e-3f4a5b6c7d8e,sourcegraph.com,Sourcegraph,apollo,https://app.apollo.io/#/companies/sourcegraph,2026-04-18,Beyang Liu,CTO,https://linkedin.com/in/byangliu,,0.0,Other,400,201-500,US,San Francisco,US,Series D,2022-05-10,225000000,>$50M,https://linkedin.com/company/sourcegraph,Sourcegraph is a code intelligence platform now powering Cody AI for developer productivity.,TRUE,Kubernetes;GCP;AWS;Anthropic;OpenAI;Pinecone,TRUE,FALSE,FALSE,https://github.com/sourcegraph,,,,,,,,FALSE,,,,
c5e6f7b8-d9a0-4c1d-2e3f-4a5b6c7d8e9f,labelbox.com,Labelbox,apollo,https://app.apollo.io/#/companies/labelbox,2026-04-18,Brian Rieger,CTO,https://linkedin.com/in/brianrieger,,0.0,Other,300,201-500,US,San Francisco,US,Series D,2023-01-18,188000000,>$50M,https://linkedin.com/company/labelbox,Labelbox is a training data platform and MLOps tool for computer vision and NLP.,TRUE,Kubernetes;AWS;GCP;Ray;Snowflake,TRUE,TRUE,TRUE,https://github.com/labelbox,,,,,,,,FALSE,,,,
d6f7a8c9-e0b1-4d2e-3f4a-5b6c7d8e9f0a,cohere.for.ai,Cohere for AI,apollo,https://app.apollo.io/#/companies/cohere-for-ai,2026-04-18,Sara Hooker,Head of Research,https://linkedin.com/in/sarahooker,,0.0,Other,200,201-500,CA,Toronto,EU_UK,Series A,2022-06-01,20000000,>$10M,https://linkedin.com/company/cohere-for-ai,Cohere for AI is a non-profit research lab focused on open-source multilingual LLMs.,TRUE,Kubernetes;GCP;Ray;vLLM,TRUE,TRUE,FALSE,https://github.com/cohere-ai,,,,,,,,FALSE,,,,
e7a8b9d0-f1c2-4e3f-4a5b-6c7d8e9f0a1b,dspy.ai,DSPy Framework (Stanford),apollo,https://app.apollo.io/#/companies/stanford-dspy,2026-04-18,Omar Khattab,Head of Engineering,https://linkedin.com/in/omarkhattab,,0.0,Other,200,201-500,US,Stanford,US,Bootstrapped,,0,>$10M,https://linkedin.com/company/stanfordnlp,DSPy is a framework for algorithmically optimizing LLM prompts and weights.,TRUE,Kubernetes;GCP;Ray;OpenAI;Anthropic,TRUE,TRUE,FALSE,https://github.com/stanfordnlp,,,,,,,,FALSE,,,,
f8b9c0e1-a2d3-4f4a-5b6c-7d8e9f0a1b2c,cursor.sh,Cursor,apollo,https://app.apollo.io/#/companies/cursor,2026-04-18,Aman Sanger,CTO,https://linkedin.com/in/amansanger,,0.0,Other,200,201-500,US,San Francisco,US,Series B,2024-08-27,60000000,>$50M,https://linkedin.com/company/cursor,Cursor is an AI-first code editor using LLMs for code generation and assistance.,TRUE,Kubernetes;AWS;GCP;Anthropic;OpenAI,TRUE,FALSE,FALSE,https://github.com/getcursor,,,,,,,,FALSE,,,,
a9c0d1f2-b3e4-4a5b-6c7d-8e9f0a1b2c3d,codeium.com,Codeium,apollo,https://app.apollo.io/#/companies/codeium,2026-04-18,Varun Mohan,CTO,https://linkedin.com/in/varunmohan,,0.0,Other,300,201-500,US,Mountain View,US,Series C,2024-05-23,150000000,>$50M,https://linkedin.com/company/codeium,Codeium is an AI coding assistant with enterprise-grade self-hosted model serving.,TRUE,Kubernetes;GCP;AWS;vLLM;Ray;Triton,TRUE,TRUE,FALSE,https://github.com/codeium,,,,,,,,FALSE,,,,
b0d1e2a3-c4f5-4b6c-7d8e-9f0a1b2c3d4e,airtable.com,Airtable,apollo,https://app.apollo.io/#/companies/airtable,2026-04-18,Dave Brown,VP Engineering,https://linkedin.com/in/dave-brown,,0.0,SaaS,800,501-1000,US,San Francisco,US,Series F,2021-12-08,735000000,>$100M,https://linkedin.com/company/airtable,Airtable is a no-code platform with growing AI automation and data features.,TRUE,Kubernetes;AWS;Snowflake;dbt;OpenAI,TRUE,FALSE,TRUE,https://github.com/airtable,,,,,,,,FALSE,,,,
c1e2f3b4-d5a6-4c7d-8e9f-0a1b2c3d4e5f,miro.com,Miro,apollo,https://app.apollo.io/#/companies/miro,2026-04-18,Robert Blenkinsopp,CTO,https://linkedin.com/in/robertblenkinsopp,,0.0,SaaS,1800,1001-5000,US,San Francisco,US,Series C,2022-01-05,400000000,>$100M,https://linkedin.com/company/mirohq,Miro is an online collaborative whiteboarding platform integrating LLM-powered features.,TRUE,Kubernetes;GCP;Snowflake;Kafka;Redis;OpenAI,TRUE,FALSE,TRUE,https://github.com/miroapp,,,,,,,,FALSE,,,,
d2f3a4c5-e6b7-4d8e-9f0a-1b2c3d4e5f6a,intercom.com,Intercom,apollo,https://app.apollo.io/#/companies/intercom,2026-04-18,Paul Adams,CTO,https://linkedin.com/in/padams,,0.0,SaaS,800,501-1000,US,San Francisco,US,Bootstrapped,,0,>$100M,https://linkedin.com/company/intercom,Intercom is a customer messaging platform now heavily investing in LLM-powered support agents.,TRUE,Kubernetes;AWS;Snowflake;Kafka;OpenAI;Anthropic,TRUE,FALSE,TRUE,https://github.com/intercom,,,,,,,,FALSE,,,,
e3a4b5d6-f7c8-4e9f-0a1b-2c3d4e5f6a7b,samsara.com,Samsara,apollo,https://app.apollo.io/#/companies/samsara,2026-04-18,Kiren Sekar,VP Engineering,https://linkedin.com/in/kirensekar,,0.0,Logistics,2500,1001-5000,US,San Francisco,US,Bootstrapped,,0,>$100M,https://linkedin.com/company/samsara,Samsara is a fleet management platform using ML for routing driver safety and compliance.,TRUE,Kubernetes;AWS;Kafka;Snowflake;dbt,TRUE,FALSE,TRUE,https://github.com/samsarahq,,,,,,,,FALSE,,,,
f4b5c6e7-a8d9-4f0a-1b2c-3d4e5f6a7b8c,nansen.ai,Nansen,apollo,https://app.apollo.io/#/companies/nansen,2026-04-18,Alex Svanevik,CTO,https://linkedin.com/in/alexsvanevik,,0.0,Other,300,201-500,SG,Singapore,EU_UK,Series B,2022-09-02,75000000,>$20M,https://linkedin.com/company/nansen-ai,Nansen is a blockchain analytics platform using ML to label wallet behavior at scale.,TRUE,Kubernetes;GCP;Snowflake;dbt;Databricks,TRUE,FALSE,TRUE,https://github.com/nansen-ai,,,,,,,,FALSE,,,,
a5c6d7f8-b9e0-4a1b-2c3d-4e5f6a7b8c9d,cartesia.ai,Cartesia AI,apollo,https://app.apollo.io/#/companies/cartesia-ai,2026-04-18,James Sun,CTO,https://linkedin.com/in/james-sun,,0.0,Other,200,201-500,US,San Francisco,US,Series A,2024-04-08,17000000,>$10M,https://linkedin.com/company/cartesia-ai,Cartesia builds real-time state space models for ultra-low latency audio AI applications.,TRUE,Kubernetes;GCP;AWS;Triton;Ray,TRUE,TRUE,FALSE,https://github.com/cartesia-ai,,,,,,,,FALSE,,,,
